,date,ron95,ron97,diesel,ron95_budi95,USD,index,state,division,Rate
2000,2017-04-01,2.13,2.41,2.11,2.13,4.4265,122.8,Johor,overall,3.0
2001,2017-04-01,2.13,2.41,2.11,2.13,4.4265,118.6,Kedah,overall,3.0
2002,2017-04-01,2.13,2.41,2.11,2.13,4.4265,118.724921755354,Kelantan,overall,3.0
2003,2017-04-01,2.13,2.41,2.11,2.13,4.4265,119.1,Melaka,overall,3.0
2004,2017-04-01,2.13,2.41,2.11,2.13,4.4265,120.0,Negeri Sembilan,overall,3.0
2005,2017-04-01,2.13,2.41,2.11,2.13,4.4265,117.8,Pahang,overall,3.0
2006,2017-04-01,2.13,2.41,2.11,2.13,4.4265,115.7,Perak,overall,3.0
2007,2017-04-01,2.13,2.41,2.11,2.13,4.4265,115.1,Perlis,overall,3.0
2008,2017-04-01,2.13,2.41,2.11,2.13,4.4265,120.5,Pulau Pinang,overall,3.0
2009,2017-04-01,2.13,2.41,2.11,2.13,4.4265,113.9,Sabah,overall,3.0
2010,2017-04-01,2.13,2.41,2.11,2.13,4.4265,115.9,Sarawak,overall,3.0
2011,2017-04-01,2.13,2.41,2.11,2.13,4.4265,121.0,Selangor,overall,3.0
2012,2017-04-01,2.13,2.41,2.11,2.13,4.4265,115.9,Terengganu,overall,3.0
2013,2017-04-01,2.13,2.41,2.11,2.13,4.4265,119.5,W.P. Kuala Lumpur,overall,3.0
2014,2017-04-01,2.13,2.41,2.11,2.13,4.4265,117.5,W.P. Labuan,overall,3.0
2015,2017-04-01,2.13,2.41,2.11,2.13,4.4265,118.6,W.P. Putrajaya,overall,3.0
2035,2017-05-01,2.21,2.49,2.14,2.21,4.3475,122.3,Johor,overall,3.0
2036,2017-05-01,2.21,2.49,2.14,2.21,4.3475,118.3,Kedah,overall,3.0
2037,2017-05-01,2.21,2.49,2.14,2.21,4.3475,118.6601173183,Kelantan,overall,3.0
2038,2017-05-01,2.21,2.49,2.14,2.21,4.3475,118.9,Melaka,overall,3.0
2039,2017-05-01,2.21,2.49,2.14,2.21,4.3475,119.6,Negeri Sembilan,overall,3.0
2040,2017-05-01,2.21,2.49,2.14,2.21,4.3475,117.5,Pahang,overall,3.0
2041,2017-05-01,2.21,2.49,2.14,2.21,4.3475,115.4,Perak,overall,3.0
2042,2017-05-01,2.21,2.49,2.14,2.21,4.3475,114.8,Perlis,overall,3.0
2043,2017-05-01,2.21,2.49,2.14,2.21,4.3475,120.6,Pulau Pinang,overall,3.0
2044,2017-05-01,2.21,2.49,2.14,2.21,4.3475,113.7,Sabah,overall,3.0
2045,2017-05-01,2.21,2.49,2.14,2.21,4.3475,115.5,Sarawak,overall,3.0
2046,2017-05-01,2.21,2.49,2.14,2.21,4.3475,120.8,Selangor,overall,3.0
2047,2017-05-01,2.21,2.49,2.14,2.21,4.3475,115.7,Terengganu,overall,3.0
2048,2017-05-01,2.21,2.49,2.14,2.21,4.3475,119.6,W.P. Kuala Lumpur,overall,3.0
2049,2017-05-01,2.21,2.49,2.14,2.21,4.3475,117.2,W.P. Labuan,overall,3.0
2050,2017-05-01,2.21,2.49,2.14,2.21,4.3475,118.3,W.P. Putrajaya,overall,3.0
2072,2017-06-01,2.1,2.38,2.02,2.1,4.289,122.2,Johor,overall,3.0
2073,2017-06-01,2.1,2.38,2.02,2.1,4.289,118.1,Kedah,overall,3.0
2074,2017-06-01,2.1,2.38,2.02,2.1,4.289,118.642493797859,Kelantan,overall,3.0
2075,2017-06-01,2.1,2.38,2.02,2.1,4.289,118.7,Melaka,overall,3.0
2076,2017-06-01,2.1,2.38,2.02,2.1,4.289,119.3,Negeri Sembilan,overall,3.0
2077,2017-06-01,2.1,2.38,2.02,2.1,4.289,117.2,Pahang,overall,3.0
2078,2017-06-01,2.1,2.38,2.02,2.1,4.289,115.1,Perak,overall,3.0
2079,2017-06-01,2.1,2.38,2.02,2.1,4.289,114.5,Perlis,overall,3.0
2080,2017-06-01,2.1,2.38,2.02,2.1,4.289,120.3,Pulau Pinang,overall,3.0
2081,2017-06-01,2.1,2.38,2.02,2.1,4.289,113.4,Sabah,overall,3.0
2082,2017-06-01,2.1,2.38,2.02,2.1,4.289,115.2,Sarawak,overall,3.0
2083,2017-06-01,2.1,2.38,2.02,2.1,4.289,120.5,Selangor,overall,3.0
2084,2017-06-01,2.1,2.38,2.02,2.1,4.289,115.6,Terengganu,overall,3.0
2085,2017-06-01,2.1,2.38,2.02,2.1,4.289,119.2,W.P. Kuala Lumpur,overall,3.0
2086,2017-06-01,2.1,2.38,2.02,2.1,4.289,116.8,W.P. Labuan,overall,3.0
2087,2017-06-01,2.1,2.38,2.02,2.1,4.289,118.0,W.P. Putrajaya,overall,3.0
2106,2017-07-01,1.89,2.15,1.84,1.89,4.294,122.1,Johor,overall,3.0
2107,2017-07-01,1.89,2.15,1.84,1.89,4.294,118.0,Kedah,overall,3.0
2108,2017-07-01,1.89,2.15,1.84,1.89,4.294,118.679499829656,Kelantan,overall,3.0
2109,2017-07-01,1.89,2.15,1.84,1.89,4.294,118.6,Melaka,overall,3.0
2110,2017-07-01,1.89,2.15,1.84,1.89,4.294,119.2,Negeri Sembilan,overall,3.0
2111,2017-07-01,1.89,2.15,1.84,1.89,4.294,117.2,Pahang,overall,3.0
2112,2017-07-01,1.89,2.15,1.84,1.89,4.294,115.2,Perak,overall,3.0
2113,2017-07-01,1.89,2.15,1.84,1.89,4.294,114.1,Perlis,overall,3.0
2114,2017-07-01,1.89,2.15,1.84,1.89,4.294,120.4,Pulau Pinang,overall,3.0
2115,2017-07-01,1.89,2.15,1.84,1.89,4.294,113.6,Sabah,overall,3.0
2116,2017-07-01,1.89,2.15,1.84,1.89,4.294,115.2,Sarawak,overall,3.0
2117,2017-07-01,1.89,2.15,1.84,1.89,4.294,120.5,Selangor,overall,3.0
2118,2017-07-01,1.89,2.15,1.84,1.89,4.294,115.8,Terengganu,overall,3.0
2119,2017-07-01,1.89,2.15,1.84,1.89,4.294,119.1,W.P. Kuala Lumpur,overall,3.0
2120,2017-07-01,1.89,2.15,1.84,1.89,4.294,117.0,W.P. Labuan,overall,3.0
2121,2017-07-01,1.89,2.15,1.84,1.89,4.294,118.0,W.P. Putrajaya,overall,3.0
2143,2017-08-01,2.03,2.28,1.99,2.03,4.2775,123.3,Johor,overall,3.0
2144,2017-08-01,2.03,2.28,1.99,2.03,4.2775,119.1,Kedah,overall,3.0
2145,2017-08-01,2.03,2.28,1.99,2.03,4.2775,119.675361312459,Kelantan,overall,3.0
2146,2017-08-01,2.03,2.28,1.99,2.03,4.2775,119.6,Melaka,overall,3.0
2147,2017-08-01,2.03,2.28,1.99,2.03,4.2775,120.3,Negeri Sembilan,overall,3.0
2148,2017-08-01,2.03,2.28,1.99,2.03,4.2775,118.1,Pahang,overall,3.0
2149,2017-08-01,2.03,2.28,1.99,2.03,4.2775,116.1,Perak,overall,3.0
2150,2017-08-01,2.03,2.28,1.99,2.03,4.2775,115.3,Perlis,overall,3.0
2151,2017-08-01,2.03,2.28,1.99,2.03,4.2775,121.1,Pulau Pinang,overall,3.0
2152,2017-08-01,2.03,2.28,1.99,2.03,4.2775,114.3,Sabah,overall,3.0
2153,2017-08-01,2.03,2.28,1.99,2.03,4.2775,116.0,Sarawak,overall,3.0
2154,2017-08-01,2.03,2.28,1.99,2.03,4.2775,121.8,Selangor,overall,3.0
2155,2017-08-01,2.03,2.28,1.99,2.03,4.2775,116.6,Terengganu,overall,3.0
2156,2017-08-01,2.03,2.28,1.99,2.03,4.2775,120.1,W.P. Kuala Lumpur,overall,3.0
2157,2017-08-01,2.03,2.28,1.99,2.03,4.2775,117.7,W.P. Labuan,overall,3.0
2158,2017-08-01,2.03,2.28,1.99,2.03,4.2775,118.7,W.P. Putrajaya,overall,3.0
2181,2017-09-01,2.16,2.44,2.04,2.16,4.2695,123.7,Johor,overall,3.0
2182,2017-09-01,2.16,2.44,2.04,2.16,4.2695,119.5,Kedah,overall,3.0
2183,2017-09-01,2.16,2.44,2.04,2.16,4.2695,119.779673955224,Kelantan,overall,3.0
2184,2017-09-01,2.16,2.44,2.04,2.16,4.2695,120.1,Melaka,overall,3.0
2185,2017-09-01,2.16,2.44,2.04,2.16,4.2695,120.8,Negeri Sembilan,overall,3.0
2186,2017-09-01,2.16,2.44,2.04,2.16,4.2695,118.3,Pahang,overall,3.0
2187,2017-09-01,2.16,2.44,2.04,2.16,4.2695,116.5,Perak,overall,3.0
2188,2017-09-01,2.16,2.44,2.04,2.16,4.2695,115.9,Perlis,overall,3.0
2189,2017-09-01,2.16,2.44,2.04,2.16,4.2695,121.5,Pulau Pinang,overall,3.0
2190,2017-09-01,2.16,2.44,2.04,2.16,4.2695,114.8,Sabah,overall,3.0
2191,2017-09-01,2.16,2.44,2.04,2.16,4.2695,116.4,Sarawak,overall,3.0
2192,2017-09-01,2.16,2.44,2.04,2.16,4.2695,122.2,Selangor,overall,3.0
2193,2017-09-01,2.16,2.44,2.04,2.16,4.2695,116.8,Terengganu,overall,3.0
2194,2017-09-01,2.16,2.44,2.04,2.16,4.2695,120.4,W.P. Kuala Lumpur,overall,3.0
2195,2017-09-01,2.16,2.44,2.04,2.16,4.2695,118.1,W.P. Labuan,overall,3.0
2196,2017-09-01,2.16,2.44,2.04,2.16,4.2695,119.2,W.P. Putrajaya,overall,3.0
2215,2017-10-01,2.16,2.46,2.12,2.16,4.2275,123.5,Johor,overall,3.0
2216,2017-10-01,2.16,2.46,2.12,2.16,4.2275,119.2,Kedah,overall,3.0
2217,2017-10-01,2.16,2.46,2.12,2.16,4.2275,119.608252634653,Kelantan,overall,3.0
2218,2017-10-01,2.16,2.46,2.12,2.16,4.2275,119.8,Melaka,overall,3.0
2219,2017-10-01,2.16,2.46,2.12,2.16,4.2275,120.6,Negeri Sembilan,overall,3.0
2220,2017-10-01,2.16,2.46,2.12,2.16,4.2275,118.3,Pahang,overall,3.0
2221,2017-10-01,2.16,2.46,2.12,2.16,4.2275,116.4,Perak,overall,3.0
2222,2017-10-01,2.16,2.46,2.12,2.16,4.2275,115.2,Perlis,overall,3.0
2223,2017-10-01,2.16,2.46,2.12,2.16,4.2275,121.4,Pulau Pinang,overall,3.0
2224,2017-10-01,2.16,2.46,2.12,2.16,4.2275,114.4,Sabah,overall,3.0
2225,2017-10-01,2.16,2.46,2.12,2.16,4.2275,116.4,Sarawak,overall,3.0
2226,2017-10-01,2.16,2.46,2.12,2.16,4.2275,122.1,Selangor,overall,3.0
2227,2017-10-01,2.16,2.46,2.12,2.16,4.2275,116.7,Terengganu,overall,3.0
2228,2017-10-01,2.16,2.46,2.12,2.16,4.2275,120.4,W.P. Kuala Lumpur,overall,3.0
2229,2017-10-01,2.16,2.46,2.12,2.16,4.2275,118.0,W.P. Labuan,overall,3.0
2230,2017-10-01,2.16,2.46,2.12,2.16,4.2275,119.1,W.P. Putrajaya,overall,3.0
2252,2017-11-01,2.2,2.5,2.13,2.2,4.2335,124.3,Johor,overall,3.0
2253,2017-11-01,2.2,2.5,2.13,2.2,4.2335,119.9,Kedah,overall,3.0
2254,2017-11-01,2.2,2.5,2.13,2.2,4.2335,120.265881825114,Kelantan,overall,3.0
2255,2017-11-01,2.2,2.5,2.13,2.2,4.2335,120.7,Melaka,overall,3.0
2256,2017-11-01,2.2,2.5,2.13,2.2,4.2335,121.5,Negeri Sembilan,overall,3.0
2257,2017-11-01,2.2,2.5,2.13,2.2,4.2335,118.9,Pahang,overall,3.0
2258,2017-11-01,2.2,2.5,2.13,2.2,4.2335,117.1,Perak,overall,3.0
2259,2017-11-01,2.2,2.5,2.13,2.2,4.2335,115.9,Perlis,overall,3.0
2260,2017-11-01,2.2,2.5,2.13,2.2,4.2335,122.0,Pulau Pinang,overall,3.0
2261,2017-11-01,2.2,2.5,2.13,2.2,4.2335,115.1,Sabah,overall,3.0
2262,2017-11-01,2.2,2.5,2.13,2.2,4.2335,117.1,Sarawak,overall,3.0
2263,2017-11-01,2.2,2.5,2.13,2.2,4.2335,123.1,Selangor,overall,3.0
2264,2017-11-01,2.2,2.5,2.13,2.2,4.2335,117.5,Terengganu,overall,3.0
2265,2017-11-01,2.2,2.5,2.13,2.2,4.2335,120.8,W.P. Kuala Lumpur,overall,3.0
2266,2017-11-01,2.2,2.5,2.13,2.2,4.2335,118.4,W.P. Labuan,overall,3.0
2267,2017-11-01,2.2,2.5,2.13,2.2,4.2335,119.6,W.P. Putrajaya,overall,3.0
2289,2017-12-01,2.3,2.58,2.25,2.3,4.087,124.5,Johor,overall,3.0
2290,2017-12-01,2.3,2.58,2.25,2.3,4.087,120.0,Kedah,overall,3.0
2291,2017-12-01,2.3,2.58,2.25,2.3,4.087,120.49999380597,Kelantan,overall,3.0
2292,2017-12-01,2.3,2.58,2.25,2.3,4.087,121.0,Melaka,overall,3.0
2293,2017-12-01,2.3,2.58,2.25,2.3,4.087,121.7,Negeri Sembilan,overall,3.0
2294,2017-12-01,2.3,2.58,2.25,2.3,4.087,119.2,Pahang,overall,3.0
2295,2017-12-01,2.3,2.58,2.25,2.3,4.087,117.3,Perak,overall,3.0
2296,2017-12-01,2.3,2.58,2.25,2.3,4.087,116.1,Perlis,overall,3.0
2297,2017-12-01,2.3,2.58,2.25,2.3,4.087,122.1,Pulau Pinang,overall,3.0
2298,2017-12-01,2.3,2.58,2.25,2.3,4.087,115.2,Sabah,overall,3.0
2299,2017-12-01,2.3,2.58,2.25,2.3,4.087,117.1,Sarawak,overall,3.0
2300,2017-12-01,2.3,2.58,2.25,2.3,4.087,123.3,Selangor,overall,3.0
2301,2017-12-01,2.3,2.58,2.25,2.3,4.087,117.8,Terengganu,overall,3.0
2302,2017-12-01,2.3,2.58,2.25,2.3,4.087,120.9,W.P. Kuala Lumpur,overall,3.0
2303,2017-12-01,2.3,2.58,2.25,2.3,4.087,118.3,W.P. Labuan,overall,3.0
2304,2017-12-01,2.3,2.58,2.25,2.3,4.087,119.8,W.P. Putrajaya,overall,3.0
2324,2018-01-01,2.26,2.53,2.26,2.26,4.062,124.9,Johor,overall,3.0
2325,2018-01-01,2.26,2.53,2.26,2.26,4.062,114.3,Kedah,overall,3.0
2326,2018-01-01,2.26,2.53,2.26,2.26,4.062,120.872199865293,Kelantan,overall,3.0
2327,2018-01-01,2.26,2.53,2.26,2.26,4.062,121.3,Melaka,overall,3.0
2328,2018-01-01,2.26,2.53,2.26,2.26,4.062,122.0,Negeri Sembilan,overall,3.0
2329,2018-01-01,2.26,2.53,2.26,2.26,4.062,119.5,Pahang,overall,3.0
2330,2018-01-01,2.26,2.53,2.26,2.26,4.062,117.6,Perak,overall,3.0
2331,2018-01-01,2.26,2.53,2.26,2.26,4.062,116.1,Perlis,overall,3.0
2332,2018-01-01,2.26,2.53,2.26,2.26,4.062,122.5,Pulau Pinang,overall,3.0
2333,2018-01-01,2.26,2.53,2.26,2.26,4.062,115.7,Sabah,overall,3.0
2334,2018-01-01,2.26,2.53,2.26,2.26,4.062,117.3,Sarawak,overall,3.0
2335,2018-01-01,2.26,2.53,2.26,2.26,4.062,123.6,Selangor,overall,3.0
2336,2018-01-01,2.26,2.53,2.26,2.26,4.062,118.2,Terengganu,overall,3.0
2337,2018-01-01,2.26,2.53,2.26,2.26,4.062,121.5,W.P. Kuala Lumpur,overall,3.0
2338,2018-01-01,2.26,2.53,2.26,2.26,4.062,118.5,W.P. Labuan,overall,3.0
2339,2018-01-01,2.26,2.53,2.26,2.26,4.062,119.8,W.P. Putrajaya,overall,3.0
2361,2018-02-01,2.31,2.58,2.34,2.31,3.8945,125.0,Johor,overall,3.25
2362,2018-02-01,2.31,2.58,2.34,2.31,3.8945,114.5,Kedah,overall,3.25
2363,2018-02-01,2.31,2.58,2.34,2.31,3.8945,120.780835657686,Kelantan,overall,3.25
2364,2018-02-01,2.31,2.58,2.34,2.31,3.8945,121.5,Melaka,overall,3.25
2365,2018-02-01,2.31,2.58,2.34,2.31,3.8945,122.2,Negeri Sembilan,overall,3.25
2366,2018-02-01,2.31,2.58,2.34,2.31,3.8945,119.3,Pahang,overall,3.25
2367,2018-02-01,2.31,2.58,2.34,2.31,3.8945,117.6,Perak,overall,3.25
2368,2018-02-01,2.31,2.58,2.34,2.31,3.8945,116.0,Perlis,overall,3.25
2369,2018-02-01,2.31,2.58,2.34,2.31,3.8945,122.5,Pulau Pinang,overall,3.25
2370,2018-02-01,2.31,2.58,2.34,2.31,3.8945,115.6,Sabah,overall,3.25
2371,2018-02-01,2.31,2.58,2.34,2.31,3.8945,117.4,Sarawak,overall,3.25
2372,2018-02-01,2.31,2.58,2.34,2.31,3.8945,123.8,Selangor,overall,3.25
2373,2018-02-01,2.31,2.58,2.34,2.31,3.8945,118.1,Terengganu,overall,3.25
2374,2018-02-01,2.31,2.58,2.34,2.31,3.8945,121.7,W.P. Kuala Lumpur,overall,3.25
2375,2018-02-01,2.31,2.58,2.34,2.31,3.8945,118.1,W.P. Labuan,overall,3.25
2376,2018-02-01,2.31,2.58,2.34,2.31,3.8945,120.2,W.P. Putrajaya,overall,3.25
2395,2018-03-01,2.2,2.47,2.18,2.2,3.9305,124.4,Johor,overall,3.25
2396,2018-03-01,2.2,2.47,2.18,2.2,3.9305,113.9,Kedah,overall,3.25
2397,2018-03-01,2.2,2.47,2.18,2.2,3.9305,120.194126695721,Kelantan,overall,3.25
2398,2018-03-01,2.2,2.47,2.18,2.2,3.9305,121.0,Melaka,overall,3.25
2399,2018-03-01,2.2,2.47,2.18,2.2,3.9305,121.7,Negeri Sembilan,overall,3.25
2400,2018-03-01,2.2,2.47,2.18,2.2,3.9305,118.9,Pahang,overall,3.25
2401,2018-03-01,2.2,2.47,2.18,2.2,3.9305,117.1,Perak,overall,3.25
2402,2018-03-01,2.2,2.47,2.18,2.2,3.9305,115.3,Perlis,overall,3.25
2403,2018-03-01,2.2,2.47,2.18,2.2,3.9305,122.3,Pulau Pinang,overall,3.25
2404,2018-03-01,2.2,2.47,2.18,2.2,3.9305,115.3,Sabah,overall,3.25
2405,2018-03-01,2.2,2.47,2.18,2.2,3.9305,117.2,Sarawak,overall,3.25
2406,2018-03-01,2.2,2.47,2.18,2.2,3.9305,123.4,Selangor,overall,3.25
2407,2018-03-01,2.2,2.47,2.18,2.2,3.9305,117.4,Terengganu,overall,3.25
2408,2018-03-01,2.2,2.47,2.18,2.2,3.9305,121.4,W.P. Kuala Lumpur,overall,3.25
2409,2018-03-01,2.2,2.47,2.18,2.2,3.9305,118.1,W.P. Labuan,overall,3.25
2410,2018-03-01,2.2,2.47,2.18,2.2,3.9305,120.0,W.P. Putrajaya,overall,3.25
2432,2018-04-01,2.2,2.47,2.18,2.2,3.862,124.4,Johor,overall,3.25
2433,2018-04-01,2.2,2.47,2.18,2.2,3.862,119.8,Kedah,overall,3.25
2434,2018-04-01,2.2,2.47,2.18,2.2,3.862,120.00085118859,Kelantan,overall,3.25
2435,2018-04-01,2.2,2.47,2.18,2.2,3.862,120.8,Melaka,overall,3.25
2436,2018-04-01,2.2,2.47,2.18,2.2,3.862,121.6,Negeri Sembilan,overall,3.25
2437,2018-04-01,2.2,2.47,2.18,2.2,3.862,118.8,Pahang,overall,3.25
2438,2018-04-01,2.2,2.47,2.18,2.2,3.862,117.0,Perak,overall,3.25
2439,2018-04-01,2.2,2.47,2.18,2.2,3.862,115.3,Perlis,overall,3.25
2440,2018-04-01,2.2,2.47,2.18,2.2,3.862,122.3,Pulau Pinang,overall,3.25
2441,2018-04-01,2.2,2.47,2.18,2.2,3.862,115.2,Sabah,overall,3.25
2442,2018-04-01,2.2,2.47,2.18,2.2,3.862,117.1,Sarawak,overall,3.25
2443,2018-04-01,2.2,2.47,2.18,2.2,3.862,123.3,Selangor,overall,3.25
2444,2018-04-01,2.2,2.47,2.18,2.2,3.862,117.1,Terengganu,overall,3.25
2445,2018-04-01,2.2,2.47,2.18,2.2,3.862,121.8,W.P. Kuala Lumpur,overall,3.25
2446,2018-04-01,2.2,2.47,2.18,2.2,3.862,118.0,W.P. Labuan,overall,3.25
2447,2018-04-01,2.2,2.47,2.18,2.2,3.862,119.7,W.P. Putrajaya,overall,3.25
2469,2018-05-01,2.2,2.47,2.18,2.2,3.9195,124.7,Johor,overall,3.25
2470,2018-05-01,2.2,2.47,2.18,2.2,3.9195,119.8,Kedah,overall,3.25
2471,2018-05-01,2.2,2.47,2.18,2.2,3.9195,120.400869175911,Kelantan,overall,3.25
2472,2018-05-01,2.2,2.47,2.18,2.2,3.9195,120.9,Melaka,overall,3.25
2473,2018-05-01,2.2,2.47,2.18,2.2,3.9195,121.7,Negeri Sembilan,overall,3.25
2474,2018-05-01,2.2,2.47,2.18,2.2,3.9195,119.0,Pahang,overall,3.25
2475,2018-05-01,2.2,2.47,2.18,2.2,3.9195,117.3,Perak,overall,3.25
2476,2018-05-01,2.2,2.47,2.18,2.2,3.9195,115.3,Perlis,overall,3.25
2477,2018-05-01,2.2,2.47,2.18,2.2,3.9195,122.3,Pulau Pinang,overall,3.25
2478,2018-05-01,2.2,2.47,2.18,2.2,3.9195,115.0,Sabah,overall,3.25
2479,2018-05-01,2.2,2.47,2.18,2.2,3.9195,117.2,Sarawak,overall,3.25
2480,2018-05-01,2.2,2.47,2.18,2.2,3.9195,123.7,Selangor,overall,3.25
2481,2018-05-01,2.2,2.47,2.18,2.2,3.9195,117.3,Terengganu,overall,3.25
2482,2018-05-01,2.2,2.47,2.18,2.2,3.9195,122.2,W.P. Kuala Lumpur,overall,3.25
2483,2018-05-01,2.2,2.47,2.18,2.2,3.9195,117.7,W.P. Labuan,overall,3.25
2484,2018-05-01,2.2,2.47,2.18,2.2,3.9195,119.8,W.P. Putrajaya,overall,3.25
2504,2018-06-01,2.2,2.47,2.18,2.2,3.9835,123.1,Johor,overall,3.25
2505,2018-06-01,2.2,2.47,2.18,2.2,3.9835,118.5,Kedah,overall,3.25
2506,2018-06-01,2.2,2.47,2.18,2.2,3.9835,119.391012337559,Kelantan,overall,3.25
2507,2018-06-01,2.2,2.47,2.18,2.2,3.9835,118.9,Melaka,overall,3.25
2508,2018-06-01,2.2,2.47,2.18,2.2,3.9835,120.6,Negeri Sembilan,overall,3.25
2509,2018-06-01,2.2,2.47,2.18,2.2,3.9835,117.8,Pahang,overall,3.25
2510,2018-06-01,2.2,2.47,2.18,2.2,3.9835,115.7,Perak,overall,3.25
2511,2018-06-01,2.2,2.47,2.18,2.2,3.9835,114.2,Perlis,overall,3.25
2512,2018-06-01,2.2,2.47,2.18,2.2,3.9835,120.5,Pulau Pinang,overall,3.25
2513,2018-06-01,2.2,2.47,2.18,2.2,3.9835,113.9,Sabah,overall,3.25
2514,2018-06-01,2.2,2.47,2.18,2.2,3.9835,115.7,Sarawak,overall,3.25
2515,2018-06-01,2.2,2.47,2.18,2.2,3.9835,122.0,Selangor,overall,3.25
2516,2018-06-01,2.2,2.47,2.18,2.2,3.9835,116.1,Terengganu,overall,3.25
2517,2018-06-01,2.2,2.47,2.18,2.2,3.9835,120.3,W.P. Kuala Lumpur,overall,3.25
2518,2018-06-01,2.2,2.47,2.18,2.2,3.9835,117.2,W.P. Labuan,overall,3.25
2519,2018-06-01,2.2,2.47,2.18,2.2,3.9835,117.6,W.P. Putrajaya,overall,3.25
2539,2018-07-01,2.2,2.5,2.18,2.2,4.0385,123.3,Johor,overall,3.25
2540,2018-07-01,2.2,2.5,2.18,2.2,4.0385,118.5,Kedah,overall,3.25
2541,2018-07-01,2.2,2.5,2.18,2.2,4.0385,119.523340816165,Kelantan,overall,3.25
2542,2018-07-01,2.2,2.5,2.18,2.2,4.0385,119.2,Melaka,overall,3.25
2543,2018-07-01,2.2,2.5,2.18,2.2,4.0385,120.8,Negeri Sembilan,overall,3.25
2544,2018-07-01,2.2,2.5,2.18,2.2,4.0385,118.0,Pahang,overall,3.25
2545,2018-07-01,2.2,2.5,2.18,2.2,4.0385,116.0,Perak,overall,3.25
2546,2018-07-01,2.2,2.5,2.18,2.2,4.0385,114.3,Perlis,overall,3.25
2547,2018-07-01,2.2,2.5,2.18,2.2,4.0385,120.9,Pulau Pinang,overall,3.25
2548,2018-07-01,2.2,2.5,2.18,2.2,4.0385,114.0,Sabah,overall,3.25
2549,2018-07-01,2.2,2.5,2.18,2.2,4.0385,115.8,Sarawak,overall,3.25
2550,2018-07-01,2.2,2.5,2.18,2.2,4.0385,122.2,Selangor,overall,3.25
2551,2018-07-01,2.2,2.5,2.18,2.2,4.0385,116.2,Terengganu,overall,3.25
2552,2018-07-01,2.2,2.5,2.18,2.2,4.0385,120.4,W.P. Kuala Lumpur,overall,3.25
2553,2018-07-01,2.2,2.5,2.18,2.2,4.0385,117.5,W.P. Labuan,overall,3.25
2554,2018-07-01,2.2,2.5,2.18,2.2,4.0385,117.8,W.P. Putrajaya,overall,3.25
2577,2018-08-01,2.2,2.54,2.18,2.2,4.0655,123.6,Johor,overall,3.25
2578,2018-08-01,2.2,2.54,2.18,2.2,4.0655,118.7,Kedah,overall,3.25
2579,2018-08-01,2.2,2.54,2.18,2.2,4.0655,119.582296061807,Kelantan,overall,3.25
2580,2018-08-01,2.2,2.54,2.18,2.2,4.0655,119.3,Melaka,overall,3.25
2581,2018-08-01,2.2,2.54,2.18,2.2,4.0655,121.0,Negeri Sembilan,overall,3.25
2582,2018-08-01,2.2,2.54,2.18,2.2,4.0655,118.1,Pahang,overall,3.25
2583,2018-08-01,2.2,2.54,2.18,2.2,4.0655,116.0,Perak,overall,3.25
2584,2018-08-01,2.2,2.54,2.18,2.2,4.0655,114.5,Perlis,overall,3.25
2585,2018-08-01,2.2,2.54,2.18,2.2,4.0655,121.3,Pulau Pinang,overall,3.25
2586,2018-08-01,2.2,2.54,2.18,2.2,4.0655,114.3,Sabah,overall,3.25
2587,2018-08-01,2.2,2.54,2.18,2.2,4.0655,116.0,Sarawak,overall,3.25
2588,2018-08-01,2.2,2.54,2.18,2.2,4.0655,122.4,Selangor,overall,3.25
2589,2018-08-01,2.2,2.54,2.18,2.2,4.0655,116.2,Terengganu,overall,3.25
2590,2018-08-01,2.2,2.54,2.18,2.2,4.0655,120.7,W.P. Kuala Lumpur,overall,3.25
2591,2018-08-01,2.2,2.54,2.18,2.2,4.0655,117.2,W.P. Labuan,overall,3.25
2592,2018-08-01,2.2,2.54,2.18,2.2,4.0655,117.8,W.P. Putrajaya,overall,3.25
2613,2018-09-01,2.2,2.69,2.18,2.2,4.1075,124.0,Johor,overall,3.25
2614,2018-09-01,2.2,2.69,2.18,2.2,4.1075,118.9,Kedah,overall,3.25
2615,2018-09-01,2.2,2.69,2.18,2.2,4.1075,119.760072709984,Kelantan,overall,3.25
2616,2018-09-01,2.2,2.69,2.18,2.2,4.1075,119.6,Melaka,overall,3.25
2617,2018-09-01,2.2,2.69,2.18,2.2,4.1075,121.7,Negeri Sembilan,overall,3.25
2618,2018-09-01,2.2,2.69,2.18,2.2,4.1075,118.3,Pahang,overall,3.25
2619,2018-09-01,2.2,2.69,2.18,2.2,4.1075,116.4,Perak,overall,3.25
2620,2018-09-01,2.2,2.69,2.18,2.2,4.1075,115.1,Perlis,overall,3.25
2621,2018-09-01,2.2,2.69,2.18,2.2,4.1075,121.9,Pulau Pinang,overall,3.25
2622,2018-09-01,2.2,2.69,2.18,2.2,4.1075,114.6,Sabah,overall,3.25
2623,2018-09-01,2.2,2.69,2.18,2.2,4.1075,116.4,Sarawak,overall,3.25
2624,2018-09-01,2.2,2.69,2.18,2.2,4.1075,123.0,Selangor,overall,3.25
2625,2018-09-01,2.2,2.69,2.18,2.2,4.1075,116.3,Terengganu,overall,3.25
2626,2018-09-01,2.2,2.69,2.18,2.2,4.1075,121.5,W.P. Kuala Lumpur,overall,3.25
